answer_llm,answer_orig,document,question,case_prompt,cosine
"{
   ""case_prompt"": ""A 62-year-old male presents with fatigue, pallor, and tingling in his hands and feet over the past 4 months.""
}",A 62-year-old man presents to the clinic with complaints of fatigue and weakness for the past month. He reports feeling increasingly tired and has noticed a tingling sensation in his hands and feet. He has a history of alcohol use and a vegetarian diet. Please take a full history and perform a relevant examination.,d2fe8c8b,Vitamin B12 deficiency and its associated conditions,A 62-year-old man presents to the clinic with complaints of fatigue and weakness for the past month. He reports feeling increasingly tired and has noticed a tingling sensation in his hands and feet. He has a history of alcohol use and a vegetarian diet. Please take a full history and perform a relevant examination.,0.8415850249378858
"{
   ""case_prompt"": ""A 30-year-old female presents with fatigue and pallor over the past month.""
}",A 45-year-old woman presents to the clinic with complaints of persistent fatigue and weakness over the past 4 weeks.,de9e4257,Anaemia and its causes,A 45-year-old woman presents to the clinic with complaints of persistent fatigue and weakness over the past 4 weeks.,0.8197448011003935
"{
   ""case_prompt"": ""A 28-year-old male presents with fatigue, pallor, and easy bruising over the past month.""
}","A 25-year-old female presents to the clinic with complaints of fatigue, pallor, and shortness of breath that have been worsening over the past week.",71eaf503,Hemolytic anemia and its causes,"A 25-year-old female presents to the clinic with complaints of fatigue, pallor, and shortness of breath that have been worsening over the past week.",0.8229286942541874
"{
   ""case_prompt"": ""A 52-year-old male presents with fatigue and pallor for the past month.""
}",A 45-year-old woman presents to the clinic with complaints of fatigue and pallor over the past month.,22450976,Megaloblastic anemia and its clinical features,A 45-year-old woman presents to the clinic with complaints of fatigue and pallor over the past month.,0.8507923673494983
"{
   ""case_prompt"": ""A 42-year-old male presents with fatigue, recurrent infections, and easy bruising over the past month.""
}","A 35-year-old female presents to the clinic with fatigue, bruising, and recurrent infections over the past month.",0cdf3863,Pancytopenia and its underlying causes,"A 35-year-old female presents to the clinic with fatigue, bruising, and recurrent infections over the past month.",0.8576471651896899
"{
   ""case_prompt"": ""A 12-year-old male presents with persistent fatigue, easy bruising, and recurrent fevers over the past two weeks.""
}","A 25-year-old female presents to the clinic with complaints of increasing fatigue, frequent bruising, and recurrent fevers over the past month.",e66b4a58,acute leukaemia and its symptoms,"A 25-year-old female presents to the clinic with complaints of increasing fatigue, frequent bruising, and recurrent fevers over the past month.",0.8367986456883806
"{
   ""case_prompt"": ""A 10-year-old boy presents with persistent fever, pallor, and easy bruising for the past two weeks.""
}",A 10-year-old boy presents to the clinic with complaints of recurrent mouth ulcers and an unexplained weight loss of 5 kg over the past month.,7be5540f,Acute lymphoblastic leukaemia and its clinical presentation,A 10-year-old boy presents to the clinic with complaints of recurrent mouth ulcers and an unexplained weight loss of 5 kg over the past month.,0.8027849334527607
"{
   ""case_prompt"": ""A 62-year-old male presents with fatigue, headaches, and a ruddy complexion for the past month.""
}",A 55-year-old man presents to the clinic with complaints of persistent fatigue and headaches for the past month. He also reports episodes of dizziness and increased itching after hot showers.,3dcb6d3a,Polycythemia vera and associated symptoms,A 55-year-old man presents to the clinic with complaints of persistent fatigue and headaches for the past month. He also reports episodes of dizziness and increased itching after hot showers.,0.8306302247775094
"{
   ""case_prompt"": ""A 50-year-old male presents with a ruddy complexion and fatigue for the past month.""
}","A 55-year-old male presents to the clinic with complaints of fatigue and a persistent headache for the past month. He reports a red tone to his skin, particularly on his face and hands.",3bdbd5d7,Polycythaemia and its examination,"A 55-year-old male presents to the clinic with complaints of fatigue and a persistent headache for the past month. He reports a red tone to his skin, particularly on his face and hands.",0.8382539499083436
"{
   ""case_prompt"": ""A 58-year-old male presents with persistent fatigue, facial flushing, and a history of recurrent headaches over the past month.""
}",A 55-year-old male presents to the clinic with complaints of persistent fatigue and occasional headaches over the past month.,6e3818fd,Polycythaemia vera and its clinical examination,A 55-year-old male presents to the clinic with complaints of persistent fatigue and occasional headaches over the past month.,0.8474264524044987
"{
   ""case_prompt"": ""A 58-year-old male presents with increasing fatigue, night sweats, and abdominal discomfort over the past month.""
}",A 60-year-old male presents to the clinic with complaints of persistent fatigue and night sweats over the past month.,12cd479d,Chronic myeloid leukaemia and its associated physical examination or complications,A 60-year-old male presents to the clinic with complaints of persistent fatigue and night sweats over the past month.,0.8537405474464403
"{
   ""case_prompt"": ""A 58-year-old male presents with increasing fatigue and intermittent abdominal discomfort over the past month.""
}",A 55-year-old male presents to the clinic with complaints of excessive fatigue and abdominal fullness over the past month.,8d29b5d0,Chronic myeloid leukaemia and its examination,A 55-year-old male presents to the clinic with complaints of excessive fatigue and abdominal fullness over the past month.,0.8581410743080202
"{
   ""case_prompt"": ""A 62-year-old male presents with tiredness, pallor, and enlarged lymph nodes in his neck and axillae over the past month.""
}",A 45-year-old male presents to the clinic with complaints of significant tiredness and pallor over the last month. He also reports experiencing recurrent infections during this period. Please take a full history and perform a relevant physical examination.,ffc2d797,Symptoms and examination of non-Hodgkin’s lymphoma,A 45-year-old male presents to the clinic with complaints of significant tiredness and pallor over the last month. He also reports experiencing recurrent infections during this period. Please take a full history and perform a relevant physical examination.,0.808516298605318
"{
   ""case_prompt"": ""A 60-year-old male presents with persistent fatigue and headaches for the past month, along with a ruddy complexion and itching after bathing.""
}","A 58-year-old male presents to the clinic with complaints of persistent fatigue and headaches for the past month. He reports a history of difficulty breathing during exertion. On physical examination, you note diffuse abdominal discomfort. Please take a full history and perform a relevant examination.",2de52f2b,Assessment of polycythaemia vera and its complications,"A 58-year-old male presents to the clinic with complaints of persistent fatigue and headaches for the past month. He reports a history of difficulty breathing during exertion. On physical examination, you note diffuse abdominal discomfort. Please take a full history and perform a relevant examination.",0.829970375453737
"{
   ""case_prompt"": ""A 55-year-old male presents with a swollen, painful right big toe and reports a history of alcohol consumption. He notes that the pain started suddenly last night and has worsened since then.""
}","A 65-year-old male presents to the clinic with a painful swelling in his right big toe that has persisted for the last 48 hours. He reports that the pain started suddenly and is severe, making it difficult for him to walk. On examination, the affected joint appears red and swollen.",717c38d5,Gout and its complications including arthritis and associated vascular issues,"A 65-year-old male presents to the clinic with a painful swelling in his right big toe that has persisted for the last 48 hours. He reports that the pain started suddenly and is severe, making it difficult for him to walk. On examination, the affected joint appears red and swollen.",0.8477212443572815
"{
   ""case_prompt"": ""A 62-year-old male presents with persistent fatigue, night sweats, and unintentional weight loss over the past two months.""
}","A 54-year-old male presents to the clinic with complaints of fatigue, headache, and generalized itching, particularly after taking a warm shower. He also mentions noticing a red complexion and occasional episodes of dizziness over the past few weeks.",44086375,Signs and symptoms of polycythemia vera,"A 54-year-old male presents to the clinic with complaints of fatigue, headache, and generalized itching, particularly after taking a warm shower. He also mentions noticing a red complexion and occasional episodes of dizziness over the past few weeks.",0.8101386267559949
"{
   ""case_prompt"": ""A 60-year-old male presents with fatigue and a ruddy complexion for the past month.""
}",A 58-year-old male presents to the clinic with generalized itching and easy bruising over the past month.,a9a4db87,Polycythaemia and associated complications,A 58-year-old male presents to the clinic with generalized itching and easy bruising over the past month.,0.811552276439356
"{
   ""case_prompt"": ""A 6-year-old male presents with cyanosis and difficulty breathing that has worsened over the past week.""
}","A 2-year-old child presents to the clinic with complaints of bluish discoloration of the lips and extremities, especially when agitated or crying, for the past week.",acd02a25,Cyanotic congenital heart disease or related conditions,"A 2-year-old child presents to the clinic with complaints of bluish discoloration of the lips and extremities, especially when agitated or crying, for the past week.",0.8081036335201097
"{
   ""case_prompt"": ""A 48-year-old male presents with painless lymphadenopathy in the cervical region and night sweats for the past month.""
}",A 55-year-old male presents to the clinic with complaints of persistent fatigue and unexplained weight loss of 12 pounds over the past month.,9bb1205c,Hematological examination for potential lymphoma or cancer staging,A 55-year-old male presents to the clinic with complaints of persistent fatigue and unexplained weight loss of 12 pounds over the past month.,0.7914491303827224
"{
   ""case_prompt"": ""A 28-year-old male presents with significant tiredness, pallor, and recurrent episodes of fever over the past month.""
}",A 28-year-old male presents to the clinic with painless lymphadenopathy in the cervical region that has been progressively enlarging over the past month.,24bfd716,Hodgkin's lymphoma examination and diagnosis,A 28-year-old male presents to the clinic with painless lymphadenopathy in the cervical region that has been progressively enlarging over the past month.,0.7707593901946855
"{
   ""case_prompt"": ""A 58-year-old male presents with profuse night sweats, unintentional weight loss, and persistent bone pain over the past few weeks.""
}","A 58-year-old woman presents to the clinic with complaints of frequent headaches, easy bruising, and occasional episodes of dizziness over the past month.",d27dd2f8,Signs and symptoms of essential thrombocythaemia and its complications,"A 58-year-old woman presents to the clinic with complaints of frequent headaches, easy bruising, and occasional episodes of dizziness over the past month.",0.784737122491544
"{
   ""case_prompt"": ""A 28-year-old male presents with painless swelling of the cervical lymph nodes for the past two months.""
}",A 24-year-old male presents to the clinic with complaints of unexplained weight loss of 10 kg over the past month and persistent lymphadenopathy in the neck. He reports night sweats and fatigue. Please take a full history and perform a relevant physical examination.,4b1a5c34,Hodgkin's lymphoma presentation and examination,A 24-year-old male presents to the clinic with complaints of unexplained weight loss of 10 kg over the past month and persistent lymphadenopathy in the neck. He reports night sweats and fatigue. Please take a full history and perform a relevant physical examination.,0.7987105800402521
"{
   ""case_prompt"": ""A 30-year-old male presents with painless swelling of the cervical lymph nodes that has been progressively worsening over the past month.""
}",A 23-year-old male presents to the clinic with generalized lymphadenopathy and unintentional weight loss over the past month.,16d66e76,Lymphoma presentation and examination,A 23-year-old male presents to the clinic with generalized lymphadenopathy and unintentional weight loss over the past month.,0.8108220376474524
"{
   ""case_prompt"": ""A 62-year-old male presents with worsening bone pain and increased fatigue over the past month, along with recent episodes of nausea and decreased urine output.""
}",A 65-year-old male presents to the clinic with complaints of persistent back pain for the past month. He reports that the pain has been worsening and is now affecting his daily activities.,7837ccc7,Symptoms of multiple myeloma such as bone pain and signs of kidney disease,A 65-year-old male presents to the clinic with complaints of persistent back pain for the past month. He reports that the pain has been worsening and is now affecting his daily activities.,0.8182390425537821
"{
   ""case_prompt"": ""A 62-year-old male presents with fatigue, bone pain, and recurrent infections over the past month.""
}",A 65-year-old man presents to the clinic with complaints of persistent back pain and increased fatigue over the past month.,0ee9c539,Multiple myeloma and its symptoms,A 65-year-old man presents to the clinic with complaints of persistent back pain and increased fatigue over the past month.,0.835688452473703
"{
   ""case_prompt"": ""A 62-year-old male presents with worsening fatigue, bone pain, and recurrent infections over the past three months.""
}","A 65-year-old man presents to the clinic with complaints of increasing fatigue and persistent back pain over the past two months. He also mentions occasional episodes of feeling very thirsty and needing to urinate more frequently, especially at night.",c16ff593,multiple myeloma and its clinical features,"A 65-year-old man presents to the clinic with complaints of increasing fatigue and persistent back pain over the past two months. He also mentions occasional episodes of feeling very thirsty and needing to urinate more frequently, especially at night.",0.8301362925121601
"{
   ""case_prompt"": ""A 50-year-old male presents with persistent cough and unexplained weight loss over the past two months.""
}",A 45-year-old male presents to the clinic with complaints of persistent cough and unexpected weight loss over the past two months.,0ff28abf,"lymphoma and its related symptoms, particularly those affecting the chest and mediastinum",A 45-year-old male presents to the clinic with complaints of persistent cough and unexpected weight loss over the past two months.,0.8605441164888538
"{
   ""case_prompt"": ""A 54-year-old male with a history of lymphoma presents with fatigue, unexplained weight loss of 12 pounds over the last 2 months, and persistent night sweats.""
}","A 45-year-old man presents to the clinic with concerns about increasing fatigue, unexplained weight loss, and night sweats over the past month. He has a history of lymphoma, currently in remission. Please take a full history and perform a relevant physical examination.",91896730,history and examination of a patient with a history of lymphoma,"A 45-year-old man presents to the clinic with concerns about increasing fatigue, unexplained weight loss, and night sweats over the past month. He has a history of lymphoma, currently in remission. Please take a full history and perform a relevant physical examination.",0.8709016199337757
"{
   ""case_prompt"": ""A 32-year-old male presents with painless cervical lymphadenopathy that has been increasing in size over the past month.""
}",A 45-year-old woman presents to the clinic with complaints of enlarged lymph nodes in her neck that she has noticed over the past two weeks.,a1c40c26,lymphadenopathy or lymph node enlargement,A 45-year-old woman presents to the clinic with complaints of enlarged lymph nodes in her neck that she has noticed over the past two weeks.,0.8325782432331703
"{
   ""case_prompt"": ""A 52-year-old female presents with persistent pain and swelling in her hands and wrists for the past three months, accompanied by morning stiffness lasting over an hour.""
}",A 35-year-old female presents to the clinic with complaints of joint pain and swelling in her hands and knees that has been worsening over the past month.,4ad0a3e6,Rheumatological disorders such as rheumatoid arthritis or systemic lupus erythematosus,A 35-year-old female presents to the clinic with complaints of joint pain and swelling in her hands and knees that has been worsening over the past month.,0.8506405587880741
"{
   ""case_prompt"": ""A 62-year-old female presents with acute chest pain that began suddenly 1 hour ago, accompanied by shortness of breath and diaphoresis.""
}",A 45-year-old male presents to the clinic with complaints of chest pain that has been worsening over the past 3 days.,a5435b69,"Chest pain, differential diagnosis including cardiac, gastrointestinal, and musculoskeletal causes",A 45-year-old male presents to the clinic with complaints of chest pain that has been worsening over the past 3 days.,0.832660568417319
"{
   ""case_prompt"": ""A 62-year-old female presents with swelling and pain in her hands and knees for the past two weeks, accompanied by morning stiffness lasting over an hour.""
}","A 45-year-old female presents to the clinic with complaints of painful and swollen joints, particularly in her hands and knees, that have persisted for the past two weeks.",fc47a3cc,"Rheumatological conditions, specifically joint pain","A 45-year-old female presents to the clinic with complaints of painful and swollen joints, particularly in her hands and knees, that have persisted for the past two weeks.",0.8601905147647855
"{
   ""case_prompt"": ""A 52-year-old female presents with joint pain in her hands and knees, morning stiffness lasting for over an hour, and fatigue for the past month.""
}","A 32-year-old female presents to the clinic with complaints of red eyes, fatigue, and joint pain in her hands and knees for the past four weeks.",fbbf658d,"Rheumatological disease, joint pain, systemic symptoms","A 32-year-old female presents to the clinic with complaints of red eyes, fatigue, and joint pain in her hands and knees for the past four weeks.",0.8401877002125617
"{
   ""case_prompt"": ""A 32-year-old female presents with bilateral knee pain and morning stiffness for the past 2 months.""
}",A 45-year-old male presents to the clinic with complaints of painful swelling in both knees for the past week. He states the pain is worse in the morning and improves throughout the day but has experienced stiffness that lasts for over an hour each morning.,5e8c9727,Joint pain and arthritis evaluation,A 45-year-old male presents to the clinic with complaints of painful swelling in both knees for the past week. He states the pain is worse in the morning and improves throughout the day but has experienced stiffness that lasts for over an hour each morning.,0.8384305395870623
"{
   ""case_prompt"": ""A 52-year-old male presents with swelling and pain in both knees for the past 3 weeks, accompanied by morning stiffness lasting over an hour.""
}",A 45-year-old female presents to the clinic with swelling and painful stiffness in her right knee that started suddenly two days ago. She reports that her knee is warm to touch and she is having difficulty walking due to the pain.,803c67f8,"Rheumatic diseases, particularly arthritis types and their examination",A 45-year-old female presents to the clinic with swelling and painful stiffness in her right knee that started suddenly two days ago. She reports that her knee is warm to touch and she is having difficulty walking due to the pain.,0.8494512332937717
"{
   ""case_prompt"": ""A 45-year-old male presents with a hot, swollen right knee and severe pain for the past 24 hours.""
}","A 45-year-old male presents to the clinic with a hot, swollen, and painful right knee that started suddenly two days ago.",a31e0cc5,monoarthritis evaluation and examination,"A 45-year-old male presents to the clinic with a hot, swollen, and painful right knee that started suddenly two days ago.",0.8623277236117443
"{
   ""case_prompt"": ""A 50-year-old male presents with a chronic, painful right knee for the past six months, which has gradually worsened over time.""
}","A 48-year-old male presents to the clinic with a painful right knee that has been swelling and stiff for the past two weeks, particularly worse in the morning. He reports difficulty in walking and has noticed a decreased range of motion in the joint.",1de66cab,Chronic monoarthritis or inflammatory joint conditions,"A 48-year-old male presents to the clinic with a painful right knee that has been swelling and stiff for the past two weeks, particularly worse in the morning. He reports difficulty in walking and has noticed a decreased range of motion in the joint.",0.8329959661053402
"{
   ""case_prompt"": ""A 52-year-old female with a history of well-controlled rheumatoid arthritis presents with a swollen, painful right knee that has developed over the past 24 hours.""
}",A 58-year-old female patient with a history of well-controlled rheumatoid arthritis presents to the clinic with complaints of a swollen and painful right knee that has developed over the last 24 hours. She reports increased warmth and tenderness in the joint and expresses concerns about her arthritis treatment.,926b8de4,Acute septic arthritis in a patient with rheumatoid arthritis,A 58-year-old female patient with a history of well-controlled rheumatoid arthritis presents to the clinic with complaints of a swollen and painful right knee that has developed over the last 24 hours. She reports increased warmth and tenderness in the joint and expresses concerns about her arthritis treatment.,0.8792278130593196
"{
   ""case_prompt"": ""A 52-year-old female presents with bilateral hand swelling and morning stiffness lasting for more than an hour for the past three weeks.""
}","A 45-year-old female presents to the clinic with complaints of morning stiffness in her hands and wrists for the past 2 months, which lasts for over an hour. She also reports difficulty in gripping objects and notices some swelling in her joints.",61d1c64f,Rheumatoid arthritis or inflammatory joint pain,"A 45-year-old female presents to the clinic with complaints of morning stiffness in her hands and wrists for the past 2 months, which lasts for over an hour. She also reports difficulty in gripping objects and notices some swelling in her joints.",0.8667264374922174
"{
   ""case_prompt"": ""A 62-year-old female presents with joint deformity and instability of the right knee associated with pain and changes in sensation in the lower leg, worsening with activity and improving with rest.""
}","A 55-year-old female presents to the clinic with complaints of progressive deformity in her right hand over the past month, accompanied by pain and occasional episodes of her fingers feeling numb. She reports that the pain worsens with activity and describes a sense of her fingers 'giving way' during some movements.",afe920e7,joint deformity and instability associated with pain and sensation changes,"A 55-year-old female presents to the clinic with complaints of progressive deformity in her right hand over the past month, accompanied by pain and occasional episodes of her fingers feeling numb. She reports that the pain worsens with activity and describes a sense of her fingers 'giving way' during some movements.",0.7924804027146474
"{
   ""case_prompt"": ""A 60-year-old male with a history of type 2 diabetes presents with gradually worsening pain and stiffness in both hands, particularly difficulty extending his fingers.""
}","A 58-year-old male presents to the clinic with complaints of pain and stiffness in his hands, which has been gradually worsening over the past few months. He reports difficulty in extending his fingers and notices that his skin feels thickened and tight around the joints.",05dde56d,Diabetic cheiroarthritis and its examination,"A 58-year-old male presents to the clinic with complaints of pain and stiffness in his hands, which has been gradually worsening over the past few months. He reports difficulty in extending his fingers and notices that his skin feels thickened and tight around the joints.",0.8645537355286792
"{
   ""case_prompt"": ""A 52-year-old female presents with localized lower back pain that began suddenly after lifting a heavy object. She reports that the pain worsens with movement and occasionally radiates to her left buttock.""
}",A 65-year-old male presents to the clinic with complaints of localized back pain that has worsened over the past two weeks. He reports that the pain is aggravated by movement and occasionally radiates down his leg.,77ec42c0,"Musculoskeletal pain assessment and management, including potential nerve root involvement",A 65-year-old male presents to the clinic with complaints of localized back pain that has worsened over the past two weeks. He reports that the pain is aggravated by movement and occasionally radiates down his leg.,0.8462301137667
"{
   ""case_prompt"": ""A 67-year-old female presents with worsening pain in her right hip and thigh over the past three weeks, associated with difficulty walking and stiffness in the morning.""
}","A 45-year-old woman presents to the clinic with complaints of persistent lower back pain for the past two weeks, which is worse at night and improves slightly with movement.",33c8a960,Limb pain and musculoskeletal disorders,"A 45-year-old woman presents to the clinic with complaints of persistent lower back pain for the past two weeks, which is worse at night and improves slightly with movement.",0.8117281547866653
"{
   ""case_prompt"": ""A 28-year-old male presents with lower back pain and morning stiffness that improves with activity, along with buttock pain radiating to the posterior thigh.""
}",A 28-year-old male presents to the clinic with complaints of back pain that has worsened over the past month. He notes that the pain is particularly bad at night and improves with activity. He also experiences morning stiffness that lasts for over 30 minutes. The pain occasionally radiates to his buttocks. Please take a full history and perform a physical examination.,cea57a51,ankylosing spondylitis and associated symptoms,A 28-year-old male presents to the clinic with complaints of back pain that has worsened over the past month. He notes that the pain is particularly bad at night and improves with activity. He also experiences morning stiffness that lasts for over 30 minutes. The pain occasionally radiates to his buttocks. Please take a full history and perform a physical examination.,0.862435736090333
"{
   ""case_prompt"": ""A 38-year-old male presents with bilateral knee pain and morning stiffness for the past three weeks, which improves with activity.""
}","A 32-year-old male presents to the clinic with pain and stiffness in his lower back and hips, which has been worsening over the past 2 months. He reports difficulty sleeping due to the pain, especially in the early morning. Please take a full history and perform a relevant physical examination.",b56edea4,Spondyloarthritis or Psoriatic Arthritis,"A 32-year-old male presents to the clinic with pain and stiffness in his lower back and hips, which has been worsening over the past 2 months. He reports difficulty sleeping due to the pain, especially in the early morning. Please take a full history and perform a relevant physical examination.",0.8092470141890722
"{
   ""case_prompt"": ""A 65-year-old female presents with worsening pain in her right knee for the past 6 months, which is exacerbated by activity and relieved by rest.""
}","A 62-year-old man presents to the clinic with worsening pain and stiffness in his knees and hips, particularly after activities. He reports difficulty walking up stairs and has noticed swelling in his knees over the past few weeks.",53b09f14,osteoarthritis,"A 62-year-old man presents to the clinic with worsening pain and stiffness in his knees and hips, particularly after activities. He reports difficulty walking up stairs and has noticed swelling in his knees over the past few weeks.",0.8253323872858525
"{
   ""case_prompt"": ""A 32-year-old female presents with recurrent episodes of discoloration of her fingers in response to cold exposure, associated with pain and numbness.""
}","A 55-year-old female presents to the clinic with complaints of episodic color changes in her fingers, turning white and then blue during exposure to cold temperatures, followed by redness and throbbing upon warming.",0f1016f4,Raynaud's phenomenon or rheumatologic conditions,"A 55-year-old female presents to the clinic with complaints of episodic color changes in her fingers, turning white and then blue during exposure to cold temperatures, followed by redness and throbbing upon warming.",0.8603332034464366
"{
   ""case_prompt"": ""A 68-year-old female presents with bilateral shoulder and hip pain, accompanied by morning stiffness lasting over an hour, which has progressively worsened over the last two weeks.""
}","A 65-year-old woman presents to the clinic with complaints of bilateral shoulder and hip pain that started gradually over the past month, and she reports associated morning stiffness lasting over an hour.",f863acd5,Polymyalgia rheumatica and its symptoms,"A 65-year-old woman presents to the clinic with complaints of bilateral shoulder and hip pain that started gradually over the past month, and she reports associated morning stiffness lasting over an hour.",0.8824444679788335
